Sport,Discipline,Code,1896,1900,1904,1906,1908,1912,1920,1924,1928,1932,1936,1948,1952,1956,1960,1964,1968,1972,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012,2016,2020,2024,Total,Importance_1896,Importance_1900,Importance_1904,Importance_1906,Importance_1908,Importance_1912,Importance_1920,Importance_1924,Importance_1928,Importance_1932,Importance_1936,Importance_1948,Importance_1952,Importance_1956,Importance_1960,Importance_1964,Importance_1968,Importance_1972,Importance_1976,Importance_1980,Importance_1984,Importance_1988,Importance_1992,Importance_1996,Importance_2000,Importance_2004,Importance_2008,Importance_2012,Importance_2016,Importance_2020,Importance_2024
Rugby,Union,RUG,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sailing,Sailing,SAL,0,13,0,0,4,4,14,3,3,4,4,5,5,5,5,5,5,6,6,6,7,8,10,10,11,11,11,10,10,10,10.0,205.0,0.0,0.06341463414634146,0.0,0.0,0.01951219512195122,0.01951219512195122,0.06829268292682927,0.014634146341463415,0.014634146341463415,0.01951219512195122,0.01951219512195122,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.02926829268292683,0.02926829268292683,0.02926829268292683,0.03414634146341464,0.03902439024390244,0.04878048780487805,0.04878048780487805,0.05365853658536585,0.05365853658536585,0.05365853658536585,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805
Shooting,Shooting,SHO,5,8,0,16,15,18,21,10,0,2,3,4,7,7,6,6,7,8,7,7,11,13,13,15,17,17,15,15,15,15,15.0,318.0,0.015723270440251572,0.025157232704402517,0.0,0.050314465408805034,0.04716981132075472,0.05660377358490566,0.0660377358490566,0.031446540880503145,0.0,0.006289308176100629,0.009433962264150943,0.012578616352201259,0.0220125786163522,0.0220125786163522,0.018867924528301886,0.018867924528301886,0.0220125786163522,0.025157232704402517,0.0220125786163522,0.0220125786163522,0.03459119496855346,0.040880503144654086,0.040880503144654086,0.04716981132075472,0.05345911949685535,0.05345911949685535,0.04716981132075472,0.04716981132075472,0.04716981132075472,0.04716981132075472,0.04716981132075472
Skateboarding,Skateboarding,SKB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Sport Climbing,Sport Climbing,CLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
Squash,Squash,SQU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surfing,Surfing,SRF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Table Tennis,Table Tennis,TTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,5,5.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.11904761904761904,0.11904761904761904
Taekwondo,Taekwondo,TKW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
Tennis,Tennis,TEN,2,4,2,4,6,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,5,5,5,5.0,80.0,0.025,0.05,0.025,0.05,0.075,0.1,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.0625,0.0625,0.0625,0.0625
Triathlon,Triathlon,TRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.125,0.125,0.1875,0.1875
Tug of War,Tug of War,TOW,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Volleyball,Beach,VBV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Volleyball,Indoor,VVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625
Water Motorsports,,PBT,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weightlifting,Weightlifting,WLF,2,2,2,0,0,0,5,5,5,5,5,6,7,7,7,7,7,9,9,10,10,10,10,10,15,15,15,15,15,14,10.0,239.0,0.008368200836820083,0.008368200836820083,0.008368200836820083,0.0,0.0,0.0,0.02092050209205021,0.02092050209205021,0.02092050209205021,0.02092050209205021,0.02092050209205021,0.02510460251046025,0.029288702928870293,0.029288702928870293,0.029288702928870293,0.029288702928870293,0.029288702928870293,0.03765690376569038,0.03765690376569038,0.04184100418410042,0.04184100418410042,0.04184100418410042,0.04184100418410042,0.04184100418410042,0.06276150627615062,0.06276150627615062,0.06276150627615062,0.06276150627615062,0.06276150627615062,0.058577405857740586,0.04184100418410042
Wrestling,Freestyle,WRF,0,0,7,0,5,0,5,7,7,7,7,8,8,8,8,8,8,10,10,10,10,10,10,10,8,11,11,11,12,12,12.0,240.0,0.0,0.0,0.029166666666666667,0.0,0.020833333333333332,0.0,0.020833333333333332,0.029166666666666667,0.029166666666666667,0.029166666666666667,0.029166666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.03333333333333333,0.04583333333333333,0.04583333333333333,0.04583333333333333,0.05,0.05,0.05
Wrestling,Greco-Roman,WRG,1,0,0,4,4,5,5,6,6,7,7,8,8,8,8,8,8,10,10,10,10,10,10,10,8,7,7,7,6,6,6.0,210.0,0.004761904761904762,0.0,0.0,0.01904761904761905,0.01904761904761905,0.023809523809523808,0.023809523809523808,0.02857142857142857,0.02857142857142857,0.03333333333333333,0.03333333333333333,0.0380952380952381,0.0380952380952381,0.0380952380952381,0.0380952380952381,0.0380952380952381,0.0380952380952381,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0380952380952381,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.02857142857142857,0.02857142857142857,0.02857142857142857
Skating,Figure,FSK,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ice Hockey,Ice Hockey,IHO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total events,Total events,Total events,43,97,95,76,110,102,156,126,109,117,129,136,149,151,150,163,172,195,198,203,221,237,257,271,300,301,302,302,306,339,329.0,5842.0,0.007360492981855529,0.016603902773022938,0.01626155426223896,0.013009243409791168,0.018829168093118794,0.017459774049982883,0.02670318384115029,0.02156795617939062,0.018657993837726806,0.020027387880862717,0.02208147894556659,0.02327969873331051,0.025504964053406368,0.025847312564190345,0.025676138308798356,0.027901403628894213,0.029441971927422116,0.033378979801437864,0.03389250256761383,0.03474837384457378,0.03782951044162958,0.040568298527901406,0.04399178363574118,0.046388223211229034,0.05135227661759671,0.0515234508729887,0.05169462512838069,0.05169462512838069,0.05237932214994865,0.05802807257788429,0.0563163300239644
Total disciplines,Total disciplines,Total disciplines,10,22,18,13,25,18,29,23,20,20,25,23,23,23,23,25,24,28,27,27,29,31,34,37,40,40,42,40,42,50,48.0,879.0,0.011376564277588168,0.02502844141069397,0.020477815699658702,0.01478953356086462,0.02844141069397042,0.020477815699658702,0.03299203640500569,0.026166097838452786,0.022753128555176336,0.022753128555176336,0.02844141069397042,0.026166097838452786,0.026166097838452786,0.026166097838452786,0.026166097838452786,0.02844141069397042,0.027303754266211604,0.03185437997724687,0.030716723549488054,0.030716723549488054,0.03299203640500569,0.03526734926052332,0.038680318543799774,0.04209328782707622,0.04550625711035267,0.04550625711035267,0.04778156996587031,0.04550625711035267,0.04778156996587031,0.05688282138794084,0.05460750853242321
Total sports,Total sports,Total sports,11,20,16,11,22,14,22,17,14,14,19,17,17,17,17,19,18,21,21,21,21,23,25,25,27,27,27,26,28,33,32.0,642.0,0.017133956386292833,0.03115264797507788,0.024922118380062305,0.017133956386292833,0.03426791277258567,0.021806853582554516,0.03426791277258567,0.0264797507788162,0.021806853582554516,0.021806853582554516,0.029595015576323987,0.0264797507788162,0.0264797507788162,0.0264797507788162,0.0264797507788162,0.029595015576323987,0.028037383177570093,0.03271028037383177,0.03271028037383177,0.03271028037383177,0.03271028037383177,0.03582554517133956,0.03894080996884735,0.03894080996884735,0.04205607476635514,0.04205607476635514,0.04205607476635514,0.040498442367601244,0.04361370716510903,0.0514018691588785,0.04984423676012461
